song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy,year,genre_full
Moonflight,Vik Venus Alias: Your Main Moon Man,95,96.0,95,2,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
"Baby, Don't Be Looking In My Mind",Joe Simon,96,,96,1,41aaf857-1cbc-4466-8eca-09ca4a01f9b8,not_danceable,cla,male,not_aggressive,voice,101.078323364,G,0.727074801922,happy,1969,Classical
And She's Mine,Spanky And Our Gang,97,,97,1,a304bddd-fb3e-4786-b4af-ce982e6265c2,not_danceable,pop,male,not_aggressive,voice,116.706008911,D,0.888054549694,not_happy,1969,Pop
"Pinch Me (Baby, Convince Me)",Ohio Express,99,,99,1,f32c8cd7-1f4d-47eb-88e1-25963baad3f6,not_danceable,cla,female,not_aggressive,instrumental,127.32749176,C,0.908171117306,not_happy,1969,Classical
Feeling Alright,Joe Cocker,100,,100,1,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
Get Back,The Beatles With Billy Preston,3,1.0,1,8,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy,1969,Rhythm & Blues (R&B)
Too Busy Thinking About My Baby,Marvin Gaye,4,5.0,4,10,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy,1969,Rhythm & Blues (R&B)
Spinning Wheel,"Blood, Sweat & Tears",6,10.0,6,5,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
The Ballad Of John And Yoko,The Beatles,11,24.0,11,3,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
Love (Can Make You Happy),Mercy,12,7.0,2,12,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy,1969,Rhythm & Blues (R&B)
Color Him Father,The Winstons,13,28.0,13,6,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",14,20.0,14,8,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy,1969,Rock
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,19,31.0,19,3,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
Don't Let The Joneses Get You Down,The Temptations,20,22.0,20,6,26379949-c03a-4961-9ed0-4ffbc0006901,danceable,pop,male,not_aggressive,instrumental,120.325798035,G,0.566149711609,happy,1969,Pop
More Today Than Yesterday,Spiral Starecase,21,16.0,12,13,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy,1969,Pop
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,29,13.0,4,10,66dfd103-e638-42ad-b258-2b2edd3cfb20,not_danceable,rhy,female,aggressive,instrumental,110.01133728,G#,0.898809671402,not_happy,1969,Rhythm & Blues (R&B)
Atlantis,Donovan,30,15.0,7,13,c69d6b87-b9c1-4fca-9f1f-130b8eb8a859,not_danceable,roc,male,not_aggressive,instrumental,154.581283569,C,0.796162366867,not_happy,1969,Rock
The Popcorn,James Brown,34,43.0,34,5,06b9709a-3830-44b3-a0c9-d3272d596d6c,danceable,hip,female,not_aggressive,instrumental,120.699172974,G#,0.84390604496,happy,1969,Hip-Hop
With Pen In Hand,Vikki Carr,36,41.0,36,9,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy,1969,Classical
"Baby, I Love You",Andy Kim,37,40.0,37,6,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
My Pledge Of Love,The Joe Jeffrey Group,41,50.0,41,4,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
The April Fools,Dionne Warwick,44,37.0,37,7,4db2f946-9c88-4beb-8cd2-812e00478c92,not_danceable,cla,female,not_aggressive,voice,152.680282593,F#,0.430981934071,not_happy,1969,Classical
We Got More Soul,Dyke And The Blazers,51,57.0,51,7,5366dd06-2478-45a5-97a9-26d7ab8bd4b6,not_danceable,hip,female,not_aggressive,instrumental,125.389755249,D#,0.922532260418,not_happy,1969,Hip-Hop
But It's Alright,J.J. Jackson,52,52.0,22,19,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy,1969,Pop
"Friend, Lover, Woman, Wife",O.C. Smith,53,47.0,47,8,774ca449-7a42-4995-a4d6-ea366599ed9b,danceable,cla,male,not_aggressive,voice,93.8763580322,C,0.703476965427,happy,1969,Classical
Memphis Underground,Herbie Mann,54,69.0,54,6,f4c1263d-75d3-4546-ad86-e4eb29e5041d,not_danceable,rhy,male,not_aggressive,instrumental,152.536865234,C#,0.362463861704,not_happy,1969,Rhythm & Blues (R&B)
So I Can Love You,The Emotions,56,56.0,56,6,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy,1969,Rhythm & Blues (R&B)
You Don't Have To Walk In The Rain,The Turtles,57,66.0,57,4,1ef74096-66b9-4b0f-a32b-19385d4a971c,danceable,rhy,male,not_aggressive,voice,135.631622314,E,0.881437659264,happy,1969,Rhythm & Blues (R&B)
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,59,,59,1,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
I Want To Take You Higher,Sly & The Family Stone,60,60.0,60,6,7d229057-bd79-4eda-81c5-6eec14b7bbc3,not_danceable,cla,male,not_aggressive,instrumental,134.673797607,F,0.668779492378,not_happy,1969,Classical
Hushabye,Jay & The Americans,62,62.0,62,5,4558b0ba-f897-4999-aee8-452f2d2c8353,danceable,pop,female,aggressive,voice,103.292694092,G,0.830118715763,happy,1969,Pop
Without Her,Herb Alpert,63,63.0,63,5,92a9da5f-d4c5-4e8d-9226-0541a0bab1ae,not_danceable,jaz,female,not_aggressive,voice,141.866119385,D,0.00339601561427,not_happy,1969,Jazz
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,64,71.0,64,3,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy,1969,Rhythm & Blues (R&B)
It's Getting Better,Mama Cass,65,75.0,65,4,73784e5a-dfb8-4b30-a088-e91e3dc15164,not_danceable,cla,male,not_aggressive,instrumental,132.987640381,D,0.892277538776,happy,1969,Classical
Moments To Remember,The Vogues,66,84.0,66,2,fb1216ea-0679-4e99-a130-e077b9cff6fe,danceable,pop,male,not_aggressive,voice,84.9288406372,G,0.784817636013,not_happy,1969,Pop
Moonflight,Vik Venus Alias: Your Main Moon Man,68,95.0,68,3,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
Tell All The People,The Doors,69,82.0,69,3,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy,1969,Classical
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,71,88.0,71,2,45ab1e87-a2c7-416f-a01d-061b620dbf2a,not_danceable,rhy,female,not_aggressive,voice,103.190475464,F,0.858988046646,happy,1969,Rhythm & Blues (R&B)
Listen To The Band,The Monkees,73,91.0,73,4,035dfad4-ca1e-4c6e-9fac-f78199d70f6e,danceable,roc,male,not_aggressive,voice,90.9981689453,G,0.815721452236,happy,1969,Rock
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,74,83.0,74,3,7e5b8046-95c1-4137-ad62-f17fe42c938f,not_danceable,pop,female,not_aggressive,voice,106.130638123,C#,0.898866653442,happy,1969,Pop
Feeling Alright,Joe Cocker,79,100.0,79,2,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
I'm Still A Struggling Man,Edwin Starr,80,,80,1,4566de3b-9977-4652-8cca-789eec038e4d,not_danceable,pop,female,not_aggressive,instrumental,95.4627609253,A#,0.853351831436,not_happy,1969,Pop
"Baby, Don't Be Looking In My Mind",Joe Simon,83,96.0,83,2,41aaf857-1cbc-4466-8eca-09ca4a01f9b8,not_danceable,cla,male,not_aggressive,voice,101.078323364,G,0.727074801922,happy,1969,Classical
Forever,Mercy,87,,87,1,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy,1969,Rhythm & Blues (R&B)
Never Comes The Day,The Moody Blues,92,,92,1,226d445d-c59c-43d7-8766-a8e291975a33,not_danceable,roc,male,not_aggressive,voice,111.042510986,G,0.952609658241,not_happy,1969,Rock
Get Together,The Youngbloods,93,,62,9,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
Muddy River,Johnny Rivers,97,,97,1,62ceb22a-7e85-4701-ac6c-73fa7c7c43ca,not_danceable,pop,male,not_aggressive,voice,131.611984253,A#,0.905557274818,not_happy,1969,Pop
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,98,,98,1,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy,1969,Classical
"Pinch Me (Baby, Convince Me)",Ohio Express,99,99.0,99,2,f32c8cd7-1f4d-47eb-88e1-25963baad3f6,not_danceable,cla,female,not_aggressive,instrumental,127.32749176,C,0.908171117306,not_happy,1969,Classical
Spinning Wheel,"Blood, Sweat & Tears",2,6.0,2,6,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
Get Back,The Beatles With Billy Preston,6,3.0,1,9,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy,1969,Rhythm & Blues (R&B)
Color Him Father,The Winstons,9,13.0,9,7,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
Too Busy Thinking About My Baby,Marvin Gaye,10,4.0,4,11,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy,1969,Rhythm & Blues (R&B)
The Ballad Of John And Yoko,The Beatles,11,11.0,11,4,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",13,14.0,13,9,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy,1969,Rock
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,18,19.0,18,4,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
More Today Than Yesterday,Spiral Starecase,21,21.0,12,14,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy,1969,Pop
Love (Can Make You Happy),Mercy,23,12.0,2,13,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy,1969,Rhythm & Blues (R&B)
"Baby, I Love You",Andy Kim,29,37.0,29,7,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
Don't Let The Joneses Get You Down,The Temptations,32,20.0,20,7,26379949-c03a-4961-9ed0-4ffbc0006901,danceable,pop,male,not_aggressive,instrumental,120.325798035,G,0.566149711609,happy,1969,Pop
My Pledge Of Love,The Joe Jeffrey Group,33,41.0,33,5,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
The Popcorn,James Brown,34,34.0,34,6,06b9709a-3830-44b3-a0c9-d3272d596d6c,danceable,hip,female,not_aggressive,instrumental,120.699172974,G#,0.84390604496,happy,1969,Hip-Hop
We Got More Soul,Dyke And The Blazers,35,51.0,35,8,5366dd06-2478-45a5-97a9-26d7ab8bd4b6,not_danceable,hip,female,not_aggressive,instrumental,125.389755249,D#,0.922532260418,not_happy,1969,Hip-Hop
With Pen In Hand,Vikki Carr,36,36.0,36,10,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy,1969,Classical
So I Can Love You,The Emotions,44,56.0,44,7,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy,1969,Rhythm & Blues (R&B)
Memphis Underground,Herbie Mann,45,54.0,45,7,f4c1263d-75d3-4546-ad86-e4eb29e5041d,not_danceable,rhy,male,not_aggressive,instrumental,152.536865234,C#,0.362463861704,not_happy,1969,Rhythm & Blues (R&B)
But It's Alright,J.J. Jackson,46,52.0,22,20,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy,1969,Pop
Moonflight,Vik Venus Alias: Your Main Moon Man,47,68.0,47,4,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
Moments To Remember,The Vogues,49,66.0,49,3,fb1216ea-0679-4e99-a130-e077b9cff6fe,danceable,pop,male,not_aggressive,voice,84.9288406372,G,0.784817636013,not_happy,1969,Pop
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,50,59.0,50,2,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,52,64.0,52,4,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy,1969,Rhythm & Blues (R&B)
You Don't Have To Walk In The Rain,The Turtles,53,57.0,53,5,1ef74096-66b9-4b0f-a32b-19385d4a971c,danceable,rhy,male,not_aggressive,voice,135.631622314,E,0.881437659264,happy,1969,Rhythm & Blues (R&B)
It's Getting Better,Mama Cass,55,65.0,55,5,73784e5a-dfb8-4b30-a088-e91e3dc15164,not_danceable,cla,male,not_aggressive,instrumental,132.987640381,D,0.892277538776,happy,1969,Classical
"Friend, Lover, Woman, Wife",O.C. Smith,58,53.0,47,9,774ca449-7a42-4995-a4d6-ea366599ed9b,danceable,cla,male,not_aggressive,voice,93.8763580322,C,0.703476965427,happy,1969,Classical
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,59,71.0,59,3,45ab1e87-a2c7-416f-a01d-061b620dbf2a,not_danceable,rhy,female,not_aggressive,voice,103.190475464,F,0.858988046646,happy,1969,Rhythm & Blues (R&B)
Tell All The People,The Doors,62,69.0,62,4,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy,1969,Classical
I Want To Take You Higher,Sly & The Family Stone,63,60.0,60,7,7d229057-bd79-4eda-81c5-6eec14b7bbc3,not_danceable,cla,male,not_aggressive,instrumental,134.673797607,F,0.668779492378,not_happy,1969,Classical
Listen To The Band,The Monkees,67,73.0,67,5,035dfad4-ca1e-4c6e-9fac-f78199d70f6e,danceable,roc,male,not_aggressive,voice,90.9981689453,G,0.815721452236,happy,1969,Rock
Hushabye,Jay & The Americans,69,62.0,62,6,4558b0ba-f897-4999-aee8-452f2d2c8353,danceable,pop,female,aggressive,voice,103.292694092,G,0.830118715763,happy,1969,Pop
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,71,74.0,71,4,7e5b8046-95c1-4137-ad62-f17fe42c938f,not_danceable,pop,female,not_aggressive,voice,106.130638123,C#,0.898866653442,happy,1969,Pop
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,72,98.0,72,2,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy,1969,Classical
Feeling Alright,Joe Cocker,79,79.0,79,3,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
I'm Still A Struggling Man,Edwin Starr,80,80.0,80,2,4566de3b-9977-4652-8cca-789eec038e4d,not_danceable,pop,female,not_aggressive,instrumental,95.4627609253,A#,0.853351831436,not_happy,1969,Pop
"Baby, Don't Be Looking In My Mind",Joe Simon,81,83.0,81,3,41aaf857-1cbc-4466-8eca-09ca4a01f9b8,not_danceable,cla,male,not_aggressive,voice,101.078323364,G,0.727074801922,happy,1969,Classical
Without Her,Herb Alpert,84,63.0,63,6,92a9da5f-d4c5-4e8d-9226-0541a0bab1ae,not_danceable,jaz,female,not_aggressive,voice,141.866119385,D,0.00339601561427,not_happy,1969,Jazz
I'd Wait A Million Years,The Grass Roots,85,,85,1,5dec74da-56e9-480d-bf80-4659be06dbe2,not_danceable,roc,male,aggressive,voice,128.813751221,D,0.944673418999,happy,1969,Rock
Forever,Mercy,87,87.0,87,2,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy,1969,Rhythm & Blues (R&B)
Muddy River,Johnny Rivers,88,97.0,88,2,62ceb22a-7e85-4701-ac6c-73fa7c7c43ca,not_danceable,pop,male,not_aggressive,voice,131.611984253,A#,0.905557274818,not_happy,1969,Pop
Get Together,The Youngbloods,89,93.0,62,10,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
Never Comes The Day,The Moody Blues,91,92.0,91,2,226d445d-c59c-43d7-8766-a8e291975a33,not_danceable,roc,male,not_aggressive,voice,111.042510986,G,0.952609658241,not_happy,1969,Rock
Did You See Her Eyes,The Illusion,92,,92,1,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy,1969,Hip-Hop
Soul Deep,The Box Tops,94,,94,1,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy,1969,Rock
I'll Never Fall In Love Again,Burt Bacharach,98,,98,1,2c1bf627-144f-47a2-bf6c-cb540e164264,not_danceable,rhy,female,not_aggressive,voice,123.684486389,D,0.475492656231,not_happy,1969,Rhythm & Blues (R&B)
Nothing Can Take The Place Of You,Brook Benton,99,,99,1,b62c73e1-97b5-42bb-a8db-de10ca5991f9,not_danceable,cla,male,not_aggressive,instrumental,136.376907349,G,0.588931143284,not_happy,1969,Classical
Spinning Wheel,"Blood, Sweat & Tears",2,2.0,2,7,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy,1969,Hip-Hop
The Ballad Of John And Yoko,The Beatles,8,11.0,8,5,14d11e8a-d80a-4f47-96e1-39a05b6acde6,danceable,roc,female,aggressive,voice,135.444229126,D#,0.969957470894,happy,1969,Rock
Color Him Father,The Winstons,9,9.0,9,8,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy,1969,Classical
Get Back,The Beatles With Billy Preston,12,6.0,1,10,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy,1969,Rhythm & Blues (R&B)
Too Busy Thinking About My Baby,Marvin Gaye,13,10.0,4,12,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy,1969,Rhythm & Blues (R&B)
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,15,18.0,15,5,df1c3309-0349-4ead-b11a-0d5c2b18e399,danceable,jaz,male,not_aggressive,voice,116.651649475,D,0.892639100552,not_happy,1969,Jazz
"Baby, I Love You",Andy Kim,17,29.0,17,8,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy,1969,Rock
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",18,13.0,13,10,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy,1969,Rock
More Today Than Yesterday,Spiral Starecase,28,21.0,12,15,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy,1969,Pop
My Pledge Of Love,The Joe Jeffrey Group,29,33.0,29,6,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy,1969,Rhythm & Blues (R&B)
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,30,50.0,30,3,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy,1969,Classical
The Popcorn,James Brown,33,34.0,33,7,06b9709a-3830-44b3-a0c9-d3272d596d6c,danceable,hip,female,not_aggressive,instrumental,120.699172974,G#,0.84390604496,happy,1969,Hip-Hop
With Pen In Hand,Vikki Carr,35,36.0,35,11,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy,1969,Classical
We Got More Soul,Dyke And The Blazers,36,35.0,35,9,5366dd06-2478-45a5-97a9-26d7ab8bd4b6,not_danceable,hip,female,not_aggressive,instrumental,125.389755249,D#,0.922532260418,not_happy,1969,Hip-Hop
Moonflight,Vik Venus Alias: Your Main Moon Man,43,47.0,43,5,de41427d-9aa3-4c5f-ab71-39ae0cb63440,danceable,dan,female,not_aggressive,instrumental,139.795166016,E,0.770929932594,happy,1969,Dance/Electronic
So I Can Love You,The Emotions,44,44.0,44,8,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy,1969,Rhythm & Blues (R&B)
Memphis Underground,Herbie Mann,45,45.0,45,8,f4c1263d-75d3-4546-ad86-e4eb29e5041d,not_danceable,rhy,male,not_aggressive,instrumental,152.536865234,C#,0.362463861704,not_happy,1969,Rhythm & Blues (R&B)
But It's Alright,J.J. Jackson,46,46.0,22,21,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy,1969,Pop
Moments To Remember,The Vogues,47,49.0,47,4,fb1216ea-0679-4e99-a130-e077b9cff6fe,danceable,pop,male,not_aggressive,voice,84.9288406372,G,0.784817636013,not_happy,1969,Pop
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,49,59.0,49,4,45ab1e87-a2c7-416f-a01d-061b620dbf2a,not_danceable,rhy,female,not_aggressive,voice,103.190475464,F,0.858988046646,happy,1969,Rhythm & Blues (R&B)
You Don't Have To Walk In The Rain,The Turtles,51,53.0,51,6,1ef74096-66b9-4b0f-a32b-19385d4a971c,danceable,rhy,male,not_aggressive,voice,135.631622314,E,0.881437659264,happy,1969,Rhythm & Blues (R&B)
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,52,52.0,52,5,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy,1969,Rhythm & Blues (R&B)
It's Getting Better,Mama Cass,53,55.0,53,6,73784e5a-dfb8-4b30-a088-e91e3dc15164,not_danceable,cla,male,not_aggressive,instrumental,132.987640381,D,0.892277538776,happy,1969,Classical
Don't Let The Joneses Get You Down,The Temptations,58,32.0,20,8,26379949-c03a-4961-9ed0-4ffbc0006901,danceable,pop,male,not_aggressive,instrumental,120.325798035,G,0.566149711609,happy,1969,Pop
I'd Wait A Million Years,The Grass Roots,59,85.0,59,2,5dec74da-56e9-480d-bf80-4659be06dbe2,not_danceable,roc,male,aggressive,voice,128.813751221,D,0.944673418999,happy,1969,Rock
Muddy River,Johnny Rivers,60,88.0,60,3,62ceb22a-7e85-4701-ac6c-73fa7c7c43ca,not_danceable,pop,male,not_aggressive,voice,131.611984253,A#,0.905557274818,not_happy,1969,Pop
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,61,71.0,61,5,7e5b8046-95c1-4137-ad62-f17fe42c938f,not_danceable,pop,female,not_aggressive,voice,106.130638123,C#,0.898866653442,happy,1969,Pop
Tell All The People,The Doors,62,62.0,62,5,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy,1969,Classical
Listen To The Band,The Monkees,64,67.0,64,6,035dfad4-ca1e-4c6e-9fac-f78199d70f6e,danceable,roc,male,not_aggressive,voice,90.9981689453,G,0.815721452236,happy,1969,Rock
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,69,72.0,69,3,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy,1969,Classical
Feeling Alright,Joe Cocker,70,79.0,70,4,b01f281a-e4f4-40f5-a8a1-6847a4b0a115,not_danceable,cla,male,not_aggressive,voice,117.456817627,F,0.73211234808,happy,1969,Classical
"Baby, Don't Be Looking In My Mind",Joe Simon,72,81.0,72,4,41aaf857-1cbc-4466-8eca-09ca4a01f9b8,not_danceable,cla,male,not_aggressive,voice,101.078323364,G,0.727074801922,happy,1969,Classical
Get Together,The Youngbloods,74,89.0,62,11,a4b97c87-47c3-4be0-8ba9-64e4a9ffc7c5,not_danceable,rhy,female,not_aggressive,instrumental,103.922958374,F#,0.74026465416,not_happy,1969,Rhythm & Blues (R&B)
Hushabye,Jay & The Americans,77,69.0,62,7,4558b0ba-f897-4999-aee8-452f2d2c8353,danceable,pop,female,aggressive,voice,103.292694092,G,0.830118715763,happy,1969,Pop
